date,total_population,total_infected,new_infection_cases,total_death,new_death_cases,total_recovered,new_recovered_cases,stil_infected
2021-06-10,414082000,2219824,1785,51507,97,2115197,6513,53120
2021-06-11,414082000,2221427,1603,51577,70,2120780,5583,49070
2021-06-12,414082000,2222701,1274,51646,69,2125685,4905,45370
2021-06-13,414082000,2223558,857,51679,33,2127337,1652,44542
2021-06-14,414082000,2223978,420,51692,13,2130665,3328,41621
2021-06-15,414082000,2224992,1014,51769,77,2136176,5511,37047
2021-06-16,414082000,2226037,1045,51847,78,2140978,4802,33212
2021-06-17,414082000,2227225,1188,51902,55,2145660,4682,29663
2021-06-18,414082000,2228192,967,51952,50,2147972,2312,28268
2021-06-19,414082000,2229044,852,51992,40,2150708,2736,26344
2021-06-20,414082000,2229523,479,52016,24,2151463,755,26044
2021-06-21,414082000,2229846,323,52032,16,2152140,677,25674
2021-06-22,414082000,2230142,296,52053,21,2152969,829,25120
2021-06-23,414082000,2230977,835,52123,70,2155261,2292,23593
2021-06-24,414082000,2231914,937,52181,58,2157732,2471,22001
2021-06-25,414082000,2232790,876,52234,53,2160137,2405,20419
2021-06-26,414082000,2233546,756,52269,35,2161972,1835,19305
2021-06-27,414082000,2233996,450,52286,17,2163069,1097,18641
2021-06-28,414082000,2234281,285,52295,9,2163792,723,18194
2021-06-29,414082000,2234463,182,52300,5,2164374,582,17789
2021-06-30,414082000,2235096,633,52340,40,2166668,2294,16088
2021-07-01,413832000,2235801,705,52391,51,2168387,1719,15023
2021-07-02,413832000,2236497,696,52424,33,2169584,1197,14489
2021-07-03,413832000,2237202,705,52460,36,2170656,1072,14086
2021-07-04,413832000,2237579,377,52470,10,2171182,526,13927
2021-07-05,413832000,2237823,244,52484,14,2171601,419,13738
2021-07-06,413832000,2238364,541,52504,20,2172687,1086,13173
2021-07-07,413832000,2238974,610,52537,33,2174353,1666,12084
2021-07-08,413832000,2239591,617,52560,23,2175225,872,11806
2021-07-09,413832000,2240246,655,52572,12,2176110,885,11564
2021-07-10,413832000,2240753,507,52592,20,2176919,809,11242
2021-07-11,413832000,2241043,290,52597,5,2177293,374,11153
2021-07-12,413832000,2241217,174,52604,7,2177529,236,11084
2021-07-13,413832000,2241698,481,52640,36,2178279,750,10779
2021-07-14,413832000,2242245,547,52665,25,2179076,797,10504
2021-07-15,413832000,2242868,623,52685,20,2179665,589,10518
2021-07-16,413832000,2243605,737,52702,17,2180281,616,10622
2021-07-17,413832000,2244196,591,52718,16,2180957,676,10521
2021-07-18,413832000,2244495,299,52726,8,2181198,241,10571
2021-07-19,413832000,2244677,182,52731,5,2181385,187,10561
2021-07-20,413832000,2245275,598,52756,25,2181925,540,10594
2021-07-21,413832000,2245930,655,52769,13,2182502,577,10659
2021-07-22,413832000,2246656,726,52790,21,2183003,501,10863
2021-07-23,413832000,2247419,763,52811,21,2183642,639,10966
2021-07-24,413832000,2248164,745,52835,24,2184036,394,11293
2021-07-25,413832000,2248450,286,52847,12,2184195,159,11408
2021-07-26,413832000,2248663,213,52849,2,2184365,170,11449
2021-07-27,413832000,2249344,681,52876,27,2184880,515,11588
2021-07-28,413832000,2250061,717,52891,15,2185339,459,11831
2021-07-29,413832000,2250907,846,52916,25,2185849,510,12142
2021-07-30,413832000,2251869,962,52930,14,2186353,504,12586
2021-07-31,413832000,2252785,916,52945,15,2186863,510,12977
2021-08-01,413624000,2253269,484,52951,6,2186994,131,13324
2021-08-02,413624000,2253534,265,52955,4,2187170,176,13409
2021-08-03,413624000,2254361,827,52981,26,2187703,533,13677
2021-08-04,413624000,2255345,984,53024,43,2188273,570,14048
2021-08-05,413624000,2256397,1052,53049,25,2188815,542,14533
2021-08-06,413624000,2257478,1081,53065,16,2189293,478,15120
2021-08-07,413624000,2258532,1054,53085,20,2190686,1393,14761
2021-08-08,413624000,2259151,619,53095,10,2190921,235,15135
2021-08-09,413624000,2259451,300,53100,5,2191202,281,15149
2021-08-10,413624000,2260232,781,53124,24,2192592,1390,14516
2021-08-11,413624000,2261354,1122,53149,25,2193752,1160,14453
2021-08-12,413624000,2262601,1247,53173,24,2194791,1039,14637
2021-08-13,413624000,2263864,1263,53217,44,2195798,1007,14849
2021-08-14,413624000,2265217,1353,53238,21,2196589,791,15390
2021-08-15,413624000,2265912,695,53255,17,2196827,238,15830
2021-08-16,413624000,2266329,417,53269,14,2197075,248,15985
2021-08-17,413624000,2267219,890,53296,27,2197508,433,16415
2021-08-18,413624000,2268666,1447,53336,40,2198220,712,17110
2021-08-19,413624000,2270226,1560,53368,32,2199118,898,17740
2021-08-20,413624000,2271826,1600,53394,26,2200000,882,18432
2021-08-21,413624000,2273558,1732,53432,38,2200763,763,19363
2021-08-22,413624000,2274561,1003,53457,25,2200999,236,20105
2021-08-23,413624000,2275171,610,53474,17,2201433,434,20264
2021-08-24,413624000,2275863,692,53501,27,2201778,345,20584
2021-08-25,413624000,2276590,727,53521,20,2202160,382,20909
2021-08-26,413624000,2278171,1581,53566,45,2203429,1269,21176
2021-08-27,413624000,2280203,2032,53632,66,2204682,1253,21889
2021-08-28,413624000,2282285,2082,53686,54,2205707,1025,22892
2021-08-29,413624000,2284191,1906,53720,34,2206392,685,24079
2021-08-30,413624000,2284940,749,53738,18,2206683,291,24519
2021-08-31,413624000,2286296,1356,53789,51,2207940,1257,24567
2021-09-01,413425000,2288371,2075,53833,44,2208865,925,25673
2021-09-02,413425000,2290848,2477,53877,44,2209754,889,27217
2021-09-03,413425000,2293541,2693,53922,45,2210866,1112,28753
2021-09-04,413425000,2296155,2614,53966,44,2212313,1447,29876
2021-09-05,413425000,2297534,1379,53983,17,2212720,407,30831
2021-09-06,413425000,2298307,773,54001,18,2213177,457,31129
2021-09-07,413425000,2300504,2197,54054,53,2214606,1429,31844
2021-09-08,413425000,2303276,2772,54114,60,2216017,1411,33145
2021-09-09,413425000,2306939,3663,54175,61,2217563,1546,35201
2021-09-10,413425000,2310554,3615,54251,76,2218873,1310,37430
2021-09-11,413425000,2314423,3869,54320,69,2220611,1738,39492
2021-09-12,413425000,2316619,2196,54342,22,2221110,499,41167
2021-09-13,413425000,2317824,1205,54360,18,2221868,758,41596
2021-09-14,413425000,2321156,3332,54457,97,2223272,1404,43427
2021-09-15,413425000,2325796,4640,54550,93,2225130,1858,46116
2021-09-16,413425000,2331540,5744,54651,101,2226629,1499,50260
2021-09-17,413425000,2338164,6624,54750,99,2228543,1914,54871
2021-09-18,413425000,2344398,6234,54829,79,2230306,1763,59263
2021-09-19,413425000,2348381,3983,54875,46,2230852,546,62654
2021-09-20,413425000,2350646,2265,54919,44,2231417,565,64310
2021-09-21,413425000,2355805,5159,55056,137,2233573,2156,67176
2021-09-22,413425000,2362559,6754,55161,105,2235668,2095,71730
2021-09-23,413425000,2370425,7866,55284,123,2237973,2305,77168
2021-09-24,413425000,2379483,9058,55424,140,2240388,2415,83671
2021-09-25,413425000,2387750,8267,55557,133,2243209,2821,88984
2021-09-26,413425000,2392397,4647,55626,69,2244192,983,92579
2021-09-27,413425000,2395404,3007,55720,94,2245144,952,94540
2021-09-28,413425000,2401956,6552,55863,143,2248071,2927,98022
2021-09-29,413425000,2411622,9666,56080,217,2251352,3281,104190
2021-09-30,413425000,2423379,11757,56274,194,2255191,3839,111914
2021-10-01,413198000,2435413,12034,56446,172,2258455,3264,120512
2021-10-02,413198000,2447222,11809,56649,203,2261924,3469,128649
2021-10-03,413198000,2455189,7967,56775,126,2263407,1483,135007
2021-10-04,413198000,2460010,4821,56889,114,2264523,1116,138598
2021-10-05,413198000,2469856,9846,57206,317,2268752,4229,143898
2021-10-06,413198000,2482518,12662,57526,320,2273382,4630,151610
2021-10-07,413198000,2497643,15125,57840,314,2277762,4380,162041
2021-10-08,413198000,2514005,16362,58081,241,2282482,4720,173442
2021-10-09,413198000,2529913,15908,58331,250,2287846,5364,183736
2021-10-10,413198000,2541257,11344,58493,162,2290427,2581,192337
2021-10-11,413198000,2550089,8832,58700,207,2292480,2053,198909
2021-10-12,413198000,2562085,11996,59052,352,2297899,5419,205134
2021-10-13,413198000,2578394,16309,59523,471,2304361,6462,214510
2021-10-14,413198000,2597275,18881,59935,412,2311991,7630,225349
2021-10-15,413198000,2610899,13624,60137,202,2316582,4591,234180
2021-10-16,413198000,2623882,12983,60414,277,2322456,5874,241012
2021-10-17,413198000,2635170,11288,60633,219,2325997,3541,248540
2021-10-18,413198000,2644694,9524,60810,177,2329418,3421,254466
2021-10-19,413198000,2660273,15579,61348,538,2337194,7776,261731
2021-10-20,413198000,2679185,18912,61843,495,2344799,7605,272543
2021-10-21,413198000,2701600,22415,62389,546,2352835,8036,286376
2021-10-22,413198000,2725385,23785,63003,614,2361365,8530,301017
2021-10-23,413198000,2748614,23229,63486,483,2369695,8330,315433
2021-10-24,413198000,2769405,20791,63872,386,2375776,6081,329757
2021-10-25,413198000,2784039,14634,64202,330,2380374,4598,339463
2021-10-26,413198000,2803159,19120,64936,734,2390112,9738,348111
2021-10-27,413198000,2825733,22574,65628,692,2401705,11593,358400
2021-10-28,413198000,2851804,26071,66204,576,2411711,10006,373889
2021-10-29,413198000,2878674,26870,66852,648,2421495,9784,390327
2021-10-30,413198000,2904872,26198,67393,541,2430944,9449,406535
2021-10-31,413198000,2922302,17430,67729,336,2436213,5269,418360
2021-11-01,412709000,2936238,13936,68027,298,2442098,5885,426113
2021-11-02,412709000,2955693,19455,68727,700,2454737,12639,432229
2021-11-03,412709000,2979086,23393,69447,720,2466674,11937,442965
2021-11-04,412709000,3006463,27377,70146,699,2479138,12464,457179
2021-11-05,412709000,3032951,26488,70842,696,2492419,13281,469690
2021-11-06,412709000,3058014,25063,71635,793,2504236,11817,482143
2021-11-07,412709000,3075433,17419,72084,449,2512756,8520,490593
2021-11-08,412709000,3088501,13068,72557,473,2520956,8200,494988
2021-11-09,412709000,3107489,18988,73390,833,2537565,16609,496534
2021-11-10,412709000,3130772,23283,74205,815,2553842,16277,502725
2021-11-11,412709000,3155519,24747,74857,652,2572738,18896,507924
2021-11-12,412709000,3179577,24058,75607,750,2594679,21941,509291
2021-11-13,412709000,3203149,23572,76302,695,2620094,25415,506753
2021-11-14,412709000,3217639,14490,76705,403,2631240,11146,509694
2021-11-15,412709000,3228441,10802,77147,442,2642459,11219,508835
2021-11-16,412709000,3244749,16308,77985,838,2664373,21914,502391
2021-11-17,412709000,3263417,18668,78754,769,2684584,20211,500079
2021-11-18,412709000,3284008,20591,79506,752,2704217,19633,500285
2021-11-19,412709000,3304058,20050,80231,725,2726521,22304,497306
2021-11-20,412709000,3322308,18250,80895,664,2748500,21979,492913
2021-11-21,412709000,3332943,10635,81272,377,2762950,14450,488721
2021-11-22,412709000,3340407,7464,81598,326,2773490,10540,485319
2021-11-23,412709000,3353136,12729,82318,720,2796597,23107,474221
2021-11-24,412709000,3367461,14325,82913,595,2825641,29044,458907
2021-11-25,412709000,3384404,16943,83541,628,2852452,26811,448411
2021-11-26,412709000,3400340,15936,84149,608,2877021,24569,439170
2021-11-27,412709000,3414540,14200,84717,568,2899967,22946,429856
2021-11-28,412709000,3422023,7483,85117,400,2910237,10270,426669
2021-11-29,412709000,3427827,5804,85414,297,2920714,10477,421699
2021-11-30,412709000,3438381,10554,85975,561,2946032,25318,406374
2021-12-01,412081000,3450341,11960,86532,557,2972192,26160,391617
2021-12-02,412081000,3463872,13531,87057,525,2995727,23535,381088
2021-12-03,412081000,3477649,13777,87566,509,3018620,22893,371463
2021-12-04,412081000,3490855,13206,88002,436,3041385,22765,361468
2021-12-05,412081000,3497477,6622,88280,278,3050659,9274,358538
2021-12-06,412081000,3501955,4478,88519,239,3059741,9082,353695
2021-12-07,412081000,3510610,8655,88986,467,3082619,22878,339005
2021-12-08,412081000,3519981,9371,89436,450,3109423,26804,321122
2021-12-09,412081000,3532357,12376,89901,465,3133970,24547,308486
2021-12-10,412081000,3543684,11327,90343,442,3158426,24456,294915
2021-12-11,412081000,3553817,10133,90789,446,3184287,25861,278741
2021-12-12,412081000,3559092,5275,91027,238,3195913,11626,272152
2021-12-13,412081000,3563165,4073,91215,188,3205879,9966,266071
2021-12-14,412081000,3570448,7283,91602,387,3233009,27130,245837
2021-12-15,412081000,3578557,8109,91958,356,3259316,26307,227283
2021-12-16,412081000,3588147,9590,92313,355,3284815,25499,211019
2021-12-17,412081000,3597046,8899,92641,328,3306465,21650,197940
2021-12-18,412081000,3604549,7503,92929,288,3324999,18534,186621
2021-12-19,412081000,3608151,3602,93105,176,3331865,6866,183181
2021-12-20,412081000,3610687,2536,93262,157,3338555,6690,178870
2021-12-21,412081000,3616716,6029,93608,346,3357405,18850,165703
2021-12-22,412081000,3623079,6363,93909,301,3376899,19494,152271
2021-12-23,412081000,3630391,7312,94184,275,3393420,16521,142787
2021-12-24,412081000,3637038,6647,94432,248,3408294,14874,134312
2021-12-25,412081000,3642314,5276,94700,268,3423933,15639,123681
2021-12-26,412081000,3645124,2810,94838,138,3428212,4279,122074
2021-12-27,412081000,3646988,1864,94971,133,3432739,4527,119278
2021-12-28,412081000,3649236,2248,95105,134,3437528,4789,116603
2021-12-29,412081000,3654690,5454,95412,307,3449880,12352,109398
2021-12-30,412081000,3660620,5930,95690,278,3460249,10369,104681
2021-12-31,412081000,3667649,7029,95899,209,3468858,8609,102892
2022-01-01,411673000,3672675,5026,96089,190,3474931,6073,101655
2022-01-02,411673000,3674538,1863,96187,98,3477188,2259,101163
2022-01-03,411673000,3676342,1804,96301,114,3479725,2537,100316
2022-01-04,411673000,3678088,1746,96436,135,3483354,3629,98298
2022-01-05,411673000,3682659,4571,96709,273,3491793,8439,94157
2022-01-06,411673000,3689291,6632,96896,187,3500914,9121,91481
2022-01-07,411673000,3696468,7177,97088,192,3506509,5595,92871
2022-01-08,411673000,3699663,3195,97164,76,3508451,1942,94048
2022-01-09,411673000,3702473,2810,97239,75,3511269,2818,93965
2022-01-10,411673000,3704442,1969,97325,86,3514786,3517,92331
2022-01-11,411673000,3709871,5429,97544,219,3522547,7761,89780
2022-01-12,411673000,3716988,7117,97737,193,3530624,8077,88627
2022-01-13,411673000,3727034,10046,97928,191,3537826,7202,91280
2022-01-14,411673000,3737510,10476,98068,140,3545111,7285,94331
2022-01-15,411673000,3748079,10569,98195,127,3551283,6172,98601
2022-01-16,411673000,3754458,6379,98283,88,3553642,2359,102533
2022-01-17,411673000,3759530,5072,98361,78,3556162,2520,105007
2022-01-18,411673000,3768088,8558,98549,188,3561923,5761,107616
2022-01-19,411673000,3780903,12815,98712,163,3567336,5413,114855
2022-01-20,411673000,3799382,18479,98843,131,3571782,4446,128757
2022-01-21,411673000,3819538,20156,98993,150,3576268,4486,144277
2022-01-22,411673000,3842011,22473,99129,136,3580878,4610,162004
2022-01-23,411673000,3857455,15444,99215,86,3582908,2030,175332
2022-01-24,411673000,3870370,12915,99282,67,3585338,2430,185750
2022-01-25,411673000,3889488,19118,99443,161,3591201,5863,198844
2022-01-26,411673000,3913809,24321,99584,141,3596715,5514,217510
2022-01-27,411673000,3946202,32393,99738,154,3601952,5237,244512
2022-01-28,411673000,3980610,34408,99882,144,3608094,6142,272634
2022-01-29,411673000,4017961,37351,100031,149,3615257,7163,302673
2022-01-30,411673000,4042469,24508,100125,94,3618402,3145,323942
2022-01-31,411673000,4064495,22026,100203,78,3622745,4346,341547
2022-02-01,411304000,4095263,30768,100395,192,3631580,8835,363288
2022-02-02,411304000,4130277,35014,100599,204,3641474,9894,388204
2022-02-03,411304000,4169897,39620,100809,210,3650854,9380,418234
2022-02-04,411304000,4213675,43778,100983,174,3660351,9497,452341
2022-02-05,411304000,4256208,42533,101168,185,3669979,9628,485061
2022-02-06,411304000,4284059,27851,101277,109,3676068,6089,506714
2022-02-07,411304000,4307437,23378,101392,115,3681092,5024,524953
2022-02-08,411304000,4341790,34353,101647,255,3696285,15193,543858
2022-02-09,411304000,4380047,38257,101887,240,3713348,17063,564812
2022-02-10,411304000,4421741,41694,102167,280,3729976,16628,589598
2022-02-11,411304000,4462970,41229,102403,236,3750826,20850,609741
2022-02-12,411304000,4501182,38212,102668,265,3770769,19943,627745
2022-02-13,411304000,4525700,24518,102808,140,3779057,8288,643835
2022-02-14,411304000,4542693,16993,102950,142,3788395,9338,651348
2022-02-15,411304000,4572417,29724,103255,305,3811630,23235,657532
2022-02-16,411304000,4603930,31513,103565,310,3839314,27684,661051
2022-02-17,411304000,4637260,33330,103824,259,3866755,27441,666681
2022-02-18,411304000,4672198,34938,104106,282,3896009,29254,672083
2022-02-19,411304000,4703323,31125,104366,260,3926496,30487,672461
2022-02-20,411304000,4720771,17448,104518,152,3938459,11963,677794
2022-02-21,411304000,4734333,13562,104645,127,3952363,13904,677325
2022-02-22,411304000,4758773,24440,104932,287,3985601,33238,668240
2022-02-23,411304000,4783835,25062,105229,297,4023033,37432,655573
2022-02-24,411304000,4809624,25789,105505,276,4058020,34987,646099
2022-04-07,411304000,4980224,,108098,57,4727865,669845,144261
2022-04-08,411304000,4982249,2025,108118,20,4735300,7435,138831
2022-04-09,411304000,4984466,2217,108132,14,4744744,9444,131590
2022-04-10,411304000,4984733,267,108135,3,4745281,537,131317
2022-04-11,411304000,4985150,417,108139,4,4747915,2634,129096
2022-04-12,411304000,4987285,2135,108167,28,4757076,9161,122042
2022-04-13,411304000,4987285,,108167,,4757076,,122042
2022-04-14,411304000,4990465,3180,108220,53,4775616,18540,106629
2022-04-15,411304000,4991599,1134,108236,16,4783406,7790,99957
2022-04-16,411304000,4992473,874,108247,11,4790000,6594,94226
2022-04-17,411304000,4992860,387,108253,6,4792498,2498,92109
2022-04-18,411304000,4993164,304,108256,3,4794563,2065,90345
2022-04-19,411304000,4994246,1082,108268,12,4800802,6239,85176
2022-04-20,411304000,4995390,1144,108286,18,4806544,5742,80560
2022-04-21,411304000,4996411,1021,108296,10,4812605,6061,75510
2022-04-22,411304000,4997224,813,108306,10,4817615,5010,71303
2022-04-23,411304000,4997992,768,108318,12,4822262,4647,67412
2022-04-24,411304000,4998293,301,108326,8,4823431,1169,66536
2022-04-25,411304000,4998517,225,108329,3,4824482,1051,65706
2022-04-26,411304000,4999172,655,108343,14,4829137,4655,61692
2022-04-27,411304000,4999984,812,108359,16,4833613,4476,58012
2022-04-28,411304000,4999984,,108359,,4833613,,58012
2022-04-29,411304000,5001719,1735,108391,32,4842885,9272,50443
2022-04-30,411304000,5002371,652,108407,16,4846245,3360,47719
2022-05-01,411304000,5002670,299,108410,3,4847667,1422,46593
2022-05-02,411304000,5002870,200,108411,1,4848175,508,46284
2022-05-03,411304000,5002870,,108411,,4848175,,46284
2022-05-04,411304000,5002870,,108411,,4848175,,46284
2022-05-05,411304000,5002870,,108411,,4848175,,46284
2022-05-06,411304000,5002870,,108411,,4848175,,46284
2022-05-07,411304000,5002870,,108411,,4848175,,46284
2022-05-08,411304000,5002870,,108411,,4848175,,46284
2022-05-09,411304000,5006460,3590,108449,38,4859285,11110,38726
2022-05-10,411304000,5006460,,108449,,4859285,,38726
2022-05-11,411304000,5006460,,108449,,4859285,,38726
2022-05-12,411304000,5006460,,108449,,4859285,,38726
2022-05-13,411304000,5006460,,108449,,4859285,,38726
2022-05-14,411304000,5006460,,108449,,4859285,,38726
2022-05-15,411304000,5006460,,108449,,4859285,,38726
2022-05-16,411304000,5009301,2841,108497,48,4867699,8414,33105
2022-05-17,411304000,5009301,,108497,,4867699,,33105
2022-05-18,411304000,5009301,,108497,,4867699,,33105
2022-05-19,411304000,5009301,,108497,,4867699,,33105
2022-05-20,411304000,5009301,,108497,,4867699,,33105
2022-05-21,411304000,5009301,,108497,,4867699,,33105
2022-05-22,411304000,5009301,,108497,,4867699,,33105
2022-05-23,411304000,5011433,2132,108538,41,4873292,5593,29603
2022-05-24,411304000,5011433,,108538,,4873292,,29603
2022-05-25,411304000,5011433,,108538,,4873292,,29603
2022-05-26,411304000,5011433,,108538,,4873292,,29603
2022-05-27,411304000,5011433,,108538,,4873292,,29603
2022-05-28,411304000,5011433,,108538,,4873292,,29603
2022-05-29,411304000,5011433,,108538,,4873292,,29603
2022-05-30,411304000,5011433,,108538,,4873292,,29603
2022-05-31,411304000,5011433,,108538,,4873292,,29603
2022-06-01,411304000,5011433,,108538,,4873292,,29603
2022-06-02,411304000,5011433,,108538,,4873292,,29603
2022-06-03,411304000,5011433,,108538,,4873292,,29603
2022-06-04,411304000,5011433,,108538,,4873292,,29603
2022-06-05,411304000,5011433,,108538,,4873292,,29603
2022-06-06,411304000,5014929,3496,108605,67,4880967,7675,25357
2022-06-07,411304000,5014929,,108605,,4880967,,25357
2022-06-08,411304000,5014929,,108605,,4880967,,25357
2022-06-09,411304000,5014929,,108605,,4880967,,25357
2022-06-10,411304000,5014929,,108605,,4880967,,25357
2022-06-11,411304000,5014929,,108605,,4880967,,25357
2022-06-12,411304000,5014929,,108605,,4880967,,25357
2022-06-13,411304000,5014929,,108605,,4880967,,25357
2022-06-14,411304000,5014929,,108605,,4880967,,25357
2022-06-15,411304000,5014929,,108605,,4880967,,25357
2022-06-16,411304000,5014929,,108605,,4880967,,25357
2022-06-17,411304000,5014929,,108605,,4880967,,25357
2022-06-18,411304000,5014929,,108605,,4880967,,25357
2022-06-19,411304000,5014929,,108605,,4880967,,25357
2022-06-20,411304000,5014929,,108605,,4880967,,25357
2022-06-21,411304000,5014929,,108605,,4880967,,25357
2022-06-22,411304000,5014929,,108605,,4880967,,25357
2022-06-23,411304000,5014929,,108605,,4880967,,25357
2022-06-24,411304000,5014929,,108605,,4880967,,25357
2022-06-25,411304000,5014929,,108605,,4880967,,25357
2022-06-26,411304000,5014929,,108605,,4880967,,25357
2022-06-27,411304000,5014929,,108605,,4880967,,25357
2022-06-28,411304000,5014929,,108605,,4880967,,25357
2022-06-29,411304000,5014929,,108605,,4880967,,25357
2022-06-30,411304000,5014929,,108605,,4880967,,25357
2022-07-01,411304000,5014929,,108605,,4880967,,25357
2022-07-02,411304000,5014929,,108605,,4880967,,25357
2022-07-03,411304000,5014929,,108605,,4880967,,25357
2022-07-04,411304000,5014929,,108605,,4880967,,25357
2022-07-05,411304000,5014929,,108605,,4880967,,25357
2022-07-06,411304000,5014929,,108605,,4880967,,25357
2022-07-07,411304000,5014929,,108605,,4880967,,25357
2022-07-08,411304000,5014929,,108605,,4880967,,25357
2022-07-09,411304000,5014929,,108605,,4880967,,25357
2022-07-10,411304000,5014929,,108605,,4880967,,25357
2022-07-11,411304000,5014929,,108605,,4880967,,25357
2022-07-12,411304000,5014929,,108605,,4880967,,25357
2022-07-13,411304000,5014929,,108605,,4880967,,25357
2022-07-14,411304000,5014929,,108605,,4880967,,25357
2022-07-15,411304000,5014929,,108605,,4880967,,25357
2022-07-16,411304000,5014929,,108605,,4880967,,25357
2022-07-17,411304000,5014929,,108605,,4880967,,25357
2022-07-18,411304000,5014929,,108605,,4880967,,25357
2022-07-19,411304000,5014929,,108605,,4880967,,25357
2022-07-20,411304000,5014929,,108605,,4880967,,25357
2022-07-21,411304000,5014929,,108605,,4880967,,25357
2022-07-22,411304000,5014929,,108605,,4880967,,25357
2022-07-23,411304000,5014929,,108605,,4880967,,25357
2022-07-24,411304000,5014929,,108605,,4880967,,25357
2022-07-25,411304000,5014929,,108605,,4880967,,25357
2022-07-26,411304000,5014929,,108605,,4880967,,25357
2022-07-27,411304000,5014929,,108605,,4880967,,25357
2022-07-28,411304000,5014929,,108605,,4880967,,25357
2022-07-29,411304000,5014929,,108605,,4880967,,25357
2022-07-30,411304000,5014929,,108605,,4880967,,25357
2022-07-31,411304000,5014929,,108605,,4880967,,25357
2022-08-01,411304000,5014929,,108605,,4880967,,25357
2022-08-02,411304000,5014929,,108605,,4880967,,25357
2022-08-03,411304000,5014929,,108605,,4880967,,25357
2022-08-04,411304000,5014929,,108605,,4880967,,25357
2022-08-05,411304000,5014929,,108605,,4880967,,25357
2022-08-06,411304000,5014929,,108605,,4880967,,25357
2022-08-07,411304000,5014929,,108605,,4880967,,25357
2022-08-08,411304000,5014929,,108605,,4880967,,25357
2022-08-09,411304000,5014929,,108605,,4880967,,25357
2022-08-10,411304000,5014929,,108605,,4880967,,25357
2022-08-11,411304000,5014929,,108605,,4880967,,25357
2022-08-12,411304000,5014929,,108605,,4880967,,25357
2022-08-13,411304000,5014929,,108605,,4880967,,25357
2022-08-14,411304000,5014929,,108605,,4880967,,25357
2022-08-15,411304000,5014929,,108605,,4880967,,25357
2022-08-16,411304000,5014929,,108605,,4880967,,25357
2022-08-17,411304000,5014929,,108605,,4880967,,25357
2022-08-18,411304000,5014929,,108605,,4880967,,25357
2022-08-19,411304000,5014929,,108605,,4880967,,25357
2022-08-20,411304000,5014929,,108605,,4880967,,25357
2022-08-21,411304000,5014929,,108605,,4880967,,25357
2022-08-22,411304000,5014929,,108605,,4880967,,25357
2022-08-23,411304000,5014929,,108605,,4880967,,25357
2022-08-24,411304000,5014929,,108605,,4880967,,25357
2022-08-25,411304000,5014929,,108605,,4880967,,25357
2022-08-26,411304000,5014929,,108605,,4880967,,25357
2022-08-27,411304000,5014929,,108605,,4880967,,25357
2022-08-28,411304000,5014929,,108605,,4880967,,25357
2022-08-29,411304000,5014929,,108605,,4880967,,25357
2022-08-30,411304000,5014929,,108605,,4880967,,25357
2022-08-31,411304000,5014929,,108605,,4880967,,25357
2022-09-01,411304000,5014929,,108605,,4880967,,25357
2022-09-02,411304000,5014929,,108605,,4880967,,25357
2022-09-03,411304000,5014929,,108605,,4880967,,25357
2022-09-04,411304000,5014929,,108605,,4880967,,25357
2022-09-05,411304000,5014929,,108605,,4880967,,25357
2022-09-06,411304000,5014929,,108605,,4880967,,25357
2022-09-07,411304000,5014929,,108605,,4880967,,25357
2022-09-08,411304000,5014929,,108605,,4880967,,25357
2022-09-09,411304000,5014929,,108605,,4880967,,25357
2022-09-10,411304000,5014929,,108605,,4880967,,25357
2022-09-11,411304000,5014929,,108605,,4880967,,25357
2022-09-12,411304000,5014929,,108605,,4880967,,25357
2022-09-13,411304000,5014929,,108605,,4880967,,25357
2022-09-14,411304000,5014929,,108605,,4880967,,25357
2022-09-15,411304000,5014929,,108605,,4880967,,25357
2022-09-16,411304000,5014929,,108605,,4880967,,25357
2022-09-17,411304000,5014929,,108605,,4880967,,25357
