date,total_population,total_infected,new_infection_cases,total_death,new_death_cases,total_recovered,new_recovered_cases,stil_infected
2022-06-29,11409000,175663,,,,,,
2022-06-30,11409000,175663,,,,,,
2022-07-01,11409000,175663,,,,,,
2022-07-02,11409000,175663,,,,,,
2022-07-03,11409000,175663,,,,,,
2022-07-04,11409000,175663,,,,,,
2022-07-05,11409000,175663,,,,,,
2022-07-06,11409000,175663,,,,,,
2022-07-07,11409000,175663,,,,,,
2022-07-08,11409000,175663,,,,,,
2022-07-09,11409000,175663,,,,,,
2022-07-10,11409000,175663,,,,,,
2022-07-11,11409000,175663,,,,,,
2022-07-12,11409000,175663,,,,,,
2022-07-13,11409000,175663,,,,,,
2022-07-14,11409000,175663,,,,,,
2022-07-15,11409000,175663,,,,,,
2022-07-16,11409000,175663,,,,,,
2022-07-17,11409000,175663,,,,,,
2022-07-18,11409000,175663,,,,,,
2022-07-19,11409000,175663,,,,,,
2022-07-20,11409000,175663,,,,,,
2022-07-21,11409000,175663,,,,,,
2022-07-22,11409000,175663,,,,,,
2022-07-23,11409000,175663,,,,,,
2022-07-24,11409000,175663,,,,,,
2022-07-25,11409000,175663,,,,,,
2022-07-26,11409000,175663,,,,,,
2022-07-27,11409000,175663,,,,,,
2022-07-28,11409000,175663,,,,,,
2022-07-29,11409000,175663,,,,,,
2022-07-30,11409000,175663,,,,,,
2022-07-31,11409000,175663,,,,,,
2022-08-01,11409000,175663,,,,,,
2022-08-02,11409000,175663,,,,,,
2022-08-03,11409000,175663,,,,,,
2022-08-04,11409000,175663,,,,,,
2022-08-05,11409000,175663,,,,,,
2022-08-06,11409000,175663,,,,,,
2022-08-07,11409000,175663,,,,,,
2022-08-08,11409000,175663,,,,,,
2022-08-09,11409000,175663,,,,,,
2022-08-10,11409000,175663,,,,,,
2022-08-11,11409000,175663,,,,,,
2022-08-12,11409000,175663,,,,,,
2022-08-13,11409000,175663,,,,,,
2022-08-14,11409000,175663,,,,,,
2022-08-15,11409000,175663,,,,,,
2022-08-16,11409000,175663,,,,,,
2022-08-17,11409000,175663,,,,,,
2022-08-18,11409000,175663,,,,,,
2022-08-19,11409000,175663,,,,,,
2022-08-20,11409000,175663,,,,,,
2022-08-21,11409000,175663,,,,,,
2022-08-22,11409000,175663,,,,,,
2022-08-23,11409000,175663,,,,,,
2022-08-24,11409000,175663,,,,,,
2022-08-25,11409000,175663,,,,,,
2022-08-26,11409000,175663,,,,,,
2022-08-27,11409000,175663,,,,,,
2022-08-28,11409000,175663,,,,,,
2022-08-29,11409000,175663,,,,,,
2022-08-30,11409000,175663,,,,,,
2022-08-31,11409000,175663,,,,,,
2022-09-01,11409000,175663,,,,,,
2022-09-02,11409000,175663,,,,,,
2022-09-03,11409000,175663,,,,,,
2022-09-04,11409000,175663,,,,,,
2022-09-05,11409000,175663,,,,,,
2022-09-06,11409000,175663,,,,,,
2022-09-07,11409000,175663,,,,,,
2022-09-08,11409000,175663,,,,,,
2022-09-09,11409000,175663,,,,,,
2022-09-10,11409000,175663,,,,,,
2022-09-11,11409000,175663,,,,,,
2022-09-12,11409000,175663,,,,,,
2022-09-13,11409000,175663,,,,,,
2022-09-14,11409000,175663,,,,,,
2022-09-15,11409000,175663,,,,,,
2022-09-16,11409000,175663,,,,,,
2022-09-17,11409000,175663,,,,,,
